0	178	342	543	209	567	485	79	393	375	711	293	302	554	198	545	876	715	726	302	389	846	510	226	647	188	333	35	530	434	211	330	459	442	258	305	552	204	366	564	271	119	193	107	334	194	566	657	673	341	175	342	805	681	308	
178	0	298	400	250	496	487	187	409	541	684	352	353	589	306	560	706	713	550	470	356	676	468	399	471	185	179	143	489	471	380	202	333	344	374	417	413	253	196	414	366	170	361	83	494	170	398	531	527	252	151	248	635	535	357	
342	298	0	360	417	406	716	361	399	703	903	362	571	818	479	508	707	933	531	630	296	694	687	497	452	414	119	317	708	701	468	392	502	540	579	626	230	225	305	256	582	232	521	235	630	273	470	677	456	370	280	256	674	485	329	
543	400	360	0	425	444	704	552	521	902	801	674	653	812	633	584	367	844	191	833	418	354	599	759	112	489	241	508	617	717	737	329	344	421	709	745	268	541	204	223	686	500	724	438	859	395	290	541	236	286	402	256	337	176	625	
209	250	417	425	0	618	367	209	508	484	548	432	233	454	219	659	720	578	588	427	472	684	332	420	515	65	301	174	353	334	411	133	255	236	285	321	534	365	221	527	263	271	332	182	473	269	400	453	577	183	250	273	637	560	468	
567	496	406	444	618	0	953	593	484	922	1126	540	806	1055	712	492	755	1151	577	848	392	750	910	688	515	651	317	549	931	938	657	608	698	751	812	859	176	403	496	229	817	448	740	470	833	471	619	868	429	568	478	454	739	485	507	
485	487	716	704	367	953	0	441	827	464	360	699	224	175	348	976	892	336	815	452	778	851	164	581	763	302	638	450	165	55	591	375	382	299	284	267	866	666	507	851	239	572	439	502	538	576	596	479	858	425	522	540	801	827	761	
79	187	361	552	209	593	441	0	436	366	667	302	271	506	207	588	865	667	722	293	413	835	464	248	643	144	347	44	483	386	239	302	427	403	220	267	574	252	355	582	228	163	184	127	325	214	557	625	687	350	190	351	794	690	355	
393	409	399	521	508	484	827	436	0	731	1040	345	659	928	552	564	851	1053	675	657	449	838	824	488	596	525	280	392	845	808	456	541	657	689	651	698	308	208	464	353	663	274	555	326	638	376	631	836	553	531	394	417	821	609	312	
375	541	703	902	484	922	464	366	731	0	714	440	299	515	312	879	1195	690	1065	291	744	1160	604	262	992	419	705	398	614	409	292	609	705	646	212	204	926	523	698	939	256	474	182	481	323	563	875	871	1041	643	544	702	1113	1037	563	
711	684	903	801	548	1126	360	667	1040	714	0	941	474	425	598	1179	947	422	890	704	968	905	216	837	831	523	809	684	195	305	846	519	457	385	540	519	1015	896	642	990	495	801	695	721	790	786	671	515	946	564	726	683	854	895	995	
293	352	362	674	432	540	699	302	345	440	941	0	503	763	410	493	1038	925	865	375	378	1012	740	179	786	418	433	258	759	644	148	543	675	667	429	472	588	137	543	618	460	182	289	269	330	296	744	873	777	542	323	503	975	799	241	
302	353	571	653	233	806	224	271	659	299	474	503	0	289	157	811	923	450	806	264	626	887	316	371	740	168	523	267	330	169	381	336	413	349	88	101	757	477	449	755	43	389	231	336	346	423	603	576	805	386	388	456	837	788	578	
554	589	818	812	454	1055	175	506	928	515	425	763	289	0	413	1078	981	401	914	496	880	939	239	643	866	404	747	543	231	120	658	483	481	398	342	311	975	758	615	960	303	666	499	602	582	678	695	551	966	533	624	648	888	928	847	
198	306	479	633	219	712	348	207	552	312	598	410	157	413	0	704	930	574	796	240	532	895	418	257	724	154	457	163	434	293	262	344	450	405	100	147	687	360	429	692	114	278	131	244	272	331	610	632	785	378	309	442	848	768	464	
545	560	508	584	659	492	976	588	564	879	1179	493	811	1078	704	0	895	1202	717	805	532	890	963	627	648	674	389	544	984	959	595	671	778	819	803	850	316	356	577	369	815	426	704	477	777	524	740	948	569	640	545	526	873	625	460	
876	706	707	367	720	755	892	865	851	1195	947	1038	923	981	930	895	0	979	334	1138	739	497	742	1102	255	776	606	842	752	924	1083	587	514	593	992	1019	579	905	510	526	959	856	1044	783	1185	753	433	684	379	592	730	562	480	319	990	
715	713	933	844	578	1151	336	667	1053	690	422	925	450	401	574	1202	979	0	928	676	998	937	246	816	881	528	834	684	227	281	829	548	500	423	516	491	1047	900	675	1025	473	805	673	728	762	802	711	547	989	595	748	713	886	945	995	
726	550	531	191	588	577	815	722	675	1065	890	865	806	914	796	717	334	928	0	1001	563	321	686	947	79	650	432	692	701	841	926	470	433	516	870	903	401	732	367	348	843	691	903	626	1043	577	257	508	203	439	559	387	304	143	815	
302	470	630	833	427	848	452	293	657	291	704	375	264	496	240	805	1138	676	1001	0	670	1103	579	199	928	362	634	327	592	399	227	552	655	604	176	185	853	449	634	866	223	400	109	409	250	490	818	831	970	586	473	629	1056	971	498	
389	356	296	418	472	392	778	413	449	744	968	378	626	880	532	532	739	998	563	670	0	726	752	524	484	476	177	369	773	763	494	457	565	605	632	679	216	241	365	253	637	270	562	290	668	331	528	736	453	428	338	314	709	509	345	
846	676	694	354	684	750	851	835	838	1160	905	1012	887	939	895	890	497	937	321	1103	726	0	700	1072	242	741	585	812	710	883	1055	551	474	552	955	981	574	883	480	521	921	830	1011	756	1152	739	420	671	366	562	700	532	467	306	969	
510	468	687	599	332	910	164	464	824	604	216	740	316	239	418	963	742	246	686	579	752	700	0	675	644	323	593	485	21	214	678	303	258	178	403	400	802	694	429	779	356	599	543	514	661	570	469	315	747	349	510	468	649	705	795	
226	399	497	759	420	688	581	248	488	262	837	179	371	643	257	627	1102	816	947	199	524	1072	675	0	868	381	535	261	691	535	32	550	675	645	301	335	727	285	592	750	343	270	144	321	151	381	792	868	883	567	388	565	1031	894	303	
647	471	452	112	515	515	763	643	596	992	831	786	740	866	724	648	255	881	79	928	484	242	644	868	0	580	353	614	660	786	847	406	387	470	800	835	339	653	295	287	775	612	827	547	965	498	178	429	124	360	480	308	225	64	736	
188	185	414	489	65	651	302	144	525	419	523	418	168	404	154	674	776	528	650	362	476	741	323	381	580	0	357	162	343	287	377	190	299	264	220	256	591	373	286	587	198	278	279	200	419	274	456	488	639	224	220	288	694	625	472	
333	179	119	241	301	317	638	347	280	705	809	433	523	747	457	389	606	834	432	634	177	585	593	535	353	357	0	307	614	635	510	291	389	435	553	596	234	300	188	235	545	267	526	226	652	154	351	559	348	251	161	137	555	366	384	
35	143	317	508	174	549	450	44	392	398	684	258	267	543	163	544	842	684	692	327	369	812	485	261	614	162	307	0	505	423	246	295	425	410	263	310	530	216	332	541	271	123	219	83	351	170	531	622	643	306	146	307	770	646	311	
530	489	708	617	353	931	165	483	845	614	195	759	330	231	434	984	752	227	701	592	773	710	21	691	660	343	614	505	0	217	695	324	275	196	416	411	822	714	449	798	369	619	558	535	674	591	484	320	764	369	531	488	659	722	815	
434	471	701	717	334	938	55	386	808	409	305	644	169	120	293	959	924	281	841	399	763	883	214	535	786	287	635	423	217	0	548	388	412	331	235	214	867	638	519	855	192	546	392	482	485	560	623	521	870	438	507	541	833	841	727	
211	380	468	737	411	657	591	239	456	292	846	148	381	658	262	595	1083	829	926	227	494	1055	678	32	847	377	510	246	695	548	0	540	666	640	317	352	698	254	575	722	356	243	161	300	182	356	776	861	858	552	367	545	1014	871	271	
330	202	392	329	133	608	375	302	541	609	519	543	336	483	344	671	587	548	470	552	457	551	303	550	406	190	291	295	324	388	540	0	132	148	405	434	499	455	132	480	374	368	465	276	606	300	267	330	483	50	242	165	504	457	559	
459	333	502	344	255	698	382	427	657	705	457	675	413	481	450	778	514	500	433	655	565	474	258	675	387	299	389	425	275	412	666	132	0	83	493	514	568	586	202	538	455	500	578	408	718	427	214	198	489	146	371	253	424	447	690	
442	344	540	421	236	751	299	403	689	646	385	667	349	398	405	819	593	423	516	604	605	552	178	645	470	264	435	410	196	331	640	148	83	0	434	450	631	592	258	605	392	502	536	410	672	445	297	227	569	184	386	303	502	530	696	
258	374	579	709	285	812	284	220	651	212	540	429	88	342	100	803	992	516	870	176	632	955	403	301	800	220	553	263	416	235	317	405	493	434	0	47	785	455	506	788	47	377	157	344	258	431	672	659	857	444	396	506	907	845	529	
305	417	626	745	321	859	267	267	698	204	519	472	101	311	147	850	1019	491	903	185	679	981	400	335	835	256	596	310	411	214	352	434	514	450	47	0	830	502	542	831	60	424	191	391	271	478	700	672	895	475	441	544	933	881	574	
552	413	230	268	534	176	866	574	308	926	1015	588	757	975	687	316	579	1047	401	853	216	574	802	727	339	591	234	530	822	867	698	499	568	631	785	830	0	452	373	53	779	460	744	447	858	363	443	698	253	453	390	334	563	309	497	
204	253	225	541	365	403	666	252	208	523	896	137	477	758	360	356	905	900	732	449	241	883	694	285	653	373	300	216	714	638	254	455	586	592	455	502	452	0	430	481	474	95	348	183	430	168	627	781	640	444	216	385	849	665	104	
366	196	305	204	221	496	507	355	464	698	642	543	449	615	429	577	510	675	367	634	365	480	429	592	295	286	188	332	449	519	575	132	202	258	506	542	373	430	0	350	483	361	536	279	676	262	202	372	356	82	220	52	439	339	529	
564	414	256	223	527	229	851	582	353	939	990	618	755	960	692	369	526	1025	348	866	253	521	779	750	287	587	235	541	798	855	722	480	538	605	788	831	53	481	350	0	778	481	757	458	877	377	399	658	200	431	396	316	511	256	535	
271	366	582	686	263	817	239	228	663	256	495	460	43	303	114	815	959	473	843	223	637	921	356	343	775	198	545	271	369	192	356	374	455	392	47	60	779	474	483	778	0	390	200	347	305	433	640	616	837	415	392	486	873	822	553	
119	170	232	500	271	448	572	163	274	474	801	182	389	666	278	426	856	805	691	400	270	830	599	270	612	278	267	123	619	546	243	368	500	502	377	424	460	95	361	481	390	0	292	92	398	114	562	698	615	363	141	321	793	631	197	
193	361	521	724	332	740	439	184	555	182	695	289	231	499	131	704	1044	673	903	109	562	1011	543	144	827	279	526	219	558	392	161	465	578	536	157	191	744	348	536	757	200	292	0	300	141	381	725	763	861	492	365	520	965	862	401	
107	83	235	438	182	470	502	127	326	481	721	269	336	602	244	477	783	728	626	409	290	756	514	321	547	200	226	83	535	482	300	276	408	410	344	391	447	183	279	458	347	92	300	0	427	87	481	606	566	273	68	245	717	574	287	
334	494	630	859	473	833	538	325	638	323	790	330	346	582	272	777	1185	762	1043	250	668	1152	661	151	965	419	652	351	674	485	182	606	718	672	258	271	858	430	676	877	305	398	141	427	0	501	866	899	993	633	495	657	1106	997	453	
194	170	273	395	269	471	576	214	376	563	786	296	423	678	331	524	753	802	577	490	331	739	570	381	498	274	154	170	591	560	356	300	427	445	431	478	363	168	262	377	433	114	381	87	501	0	459	619	502	282	60	217	685	517	268	
566	398	470	290	400	619	596	557	631	875	671	744	603	695	610	740	433	711	257	818	528	420	469	792	178	456	351	531	484	623	776	267	214	297	672	700	443	627	202	399	640	562	725	481	866	459	0	262	294	233	421	242	240	242	723	
657	531	677	541	453	868	479	625	836	871	515	873	576	551	632	948	684	547	508	831	736	671	315	868	429	488	559	622	320	521	861	330	198	227	659	672	698	781	372	658	616	698	763	606	899	619	262	0	551	337	565	424	355	492	884	
673	527	456	236	577	429	858	687	553	1041	946	777	805	966	785	569	379	989	203	970	453	366	747	883	124	639	348	643	764	870	858	483	489	569	857	895	253	640	356	200	837	615	861	566	993	502	294	551	0	434	498	351	326	66	709	
341	252	370	286	183	568	425	350	531	643	564	542	386	533	378	640	592	595	439	586	428	562	349	567	360	224	251	306	369	438	552	50	146	184	444	475	453	444	82	431	415	363	492	273	633	282	233	337	434	0	228	119	473	410	547	
175	151	280	402	250	478	522	190	394	544	726	323	388	624	309	545	730	748	559	473	338	700	510	388	480	220	161	146	531	507	367	242	371	386	396	441	390	216	220	396	392	141	365	68	495	60	421	565	498	228	0	181	653	506	319	
342	248	256	256	273	454	540	351	417	702	683	503	456	648	442	526	562	713	387	629	314	532	468	565	308	288	137	307	488	541	545	165	253	303	506	544	334	385	52	316	486	321	520	245	657	217	242	424	351	119	181	0	472	343	482	
805	635	674	337	637	739	801	794	821	1113	854	975	837	888	848	873	480	886	304	1056	709	467	649	1031	225	694	555	770	659	833	1014	504	424	502	907	933	563	849	439	511	873	793	965	717	1106	685	240	355	326	473	653	472	0	260	939	
681	535	485	176	560	485	827	690	609	1037	895	799	788	928	768	625	319	945	143	971	509	306	705	894	64	625	366	646	722	841	871	457	447	530	845	881	309	665	339	256	822	631	862	574	997	517	242	492	66	410	506	343	260	0	741	
308	357	329	625	468	507	761	355	312	563	995	241	578	847	464	460	990	995	815	498	345	969	795	303	736	472	384	311	815	727	271	559	690	696	529	574	497	104	529	535	553	197	401	287	453	268	723	884	709	547	319	482	939	741	0	
